match_id,kickoff_jst,stadium_name,lat,lon,weather_fetch_ok,temp_kickoff,precip_kickoff,wind_kickoff,code_kickoff,temp_avg_pm1h,precip_sum_pm1h,wind_max_pm1h,is_rain,is_heavy_rain,is_strong_wind,weather_missing_ratio
j1_2026_05061500_FC東京_千葉,2026-05-06 15:00:00,味スタ,35.664206155282656,139.5276784515036,1,20.9,0.0,15.5,3,20.766666666666666,0.0,16.2,0,0,1,0.0
j1_2026_05061600_鹿島_水戸,2026-05-06 16:00:00,メルスタ,35.99217312474389,140.64071506686008,1,20.1,0.0,20.7,3,20.066666666666666,0.0,22.4,0,0,1,0.0
j1_2026_05061600_町田_横浜FM,2026-05-06 16:00:00,Ｇスタ,35.59269833903571,139.4395052110222,1,19.2,0.0,19.0,3,19.166666666666668,0.0,19.7,0,0,1,0.0
j1_2026_05061700_川崎Ｆ_東京Ｖ,2026-05-06 17:00:00,Ｕ等々力,35.585892797514894,139.6528842691062,1,19.5,0.0,13.2,3,19.5,0.0,14.3,0,0,1,0.0
j1_2026_05061900_柏_浦和,2026-05-06 19:00:00,三協Ｆ柏,35.84902140785495,139.97601829568976,1,17.8,0.0,10.5,3,17.8,0.0,12.4,0,0,1,0.0
j1_2026_05061300_清水_Ｃ大阪,2026-05-06 13:00:00,アイスタ,34.98448998705034,138.48196538401172,1,20.9,0.0,11.7,3,20.866666666666664,0.0,11.7,0,0,1,0.0
j1_2026_05061300_長崎_岡山,2026-05-06 13:00:00,ピースタ,32.75918381036681,129.8645230273383,1,23.0,0.0,7.5,1,22.900000000000002,0.0,10.7,0,0,0,0.0
j1_2026_05061400_名古屋_Ｇ大阪,2026-05-06 14:00:00,豊田ス,35.08473962063071,137.17116401709413,1,21.5,0.0,13.3,3,21.5,0.0,13.3,0,0,1,0.0
j1_2026_05061400_福岡_京都,2026-05-06 14:00:00,ベススタ,33.5860172015689,130.4616167164922,1,24.4,0.0,4.1,2,24.266666666666666,0.0,5.8,0,0,0,0.0
j1_2026_05061500_広島_神戸,2026-05-06 15:00:00,Ｅピース,34.40226716716296,132.45706794347265,1,21.1,0.0,10.0,3,20.8,0.0,10.9,0,0,1,0.0
j1_2026_05091400_水戸_浦和,2026-05-09 14:00:00,Ｋｓスタ,36.34548848840872,140.41299789571065,1,20.9,0.0,7.1,1,20.76666666666667,0.0,9.0,0,0,0,0.0
j1_2026_05091600_Ｃ大阪_長崎,2026-05-09 16:00:00,ハナサカ,34.615472717803655,135.51676080358234,1,18.5,0.0,10.9,0,18.466666666666665,0.0,11.6,0,0,1,0.0
j1_2026_05101400_横浜FM_鹿島,2026-05-10 14:00:00,日産ス,35.51011680735539,139.607226716569,1,22.4,0.0,11.2,2,22.3,0.0,11.7,0,0,1,0.0
j1_2026_05101500_FC東京_東京Ｖ,2026-05-10 15:00:00,味スタ,35.664206155282656,139.5276784515036,1,23.9,0.0,10.5,2,23.53333333333333,0.0,12.1,0,0,1,0.0
j1_2026_05101600_柏_川崎Ｆ,2026-05-10 16:00:00,三協Ｆ柏,35.84902140785495,139.97601829568976,1,21.7,0.0,15.3,3,21.599999999999998,0.0,15.3,0,0,1,0.0
j1_2026_05101700_千葉_町田,2026-05-10 17:00:00,フクアリ,35.57765269401521,140.12347406869307,1,20.8,0.0,8.6,2,20.733333333333334,0.0,9.8,0,0,1,0.0
j1_2026_05101400_清水_福岡,2026-05-10 14:00:00,アイスタ,34.98448998705034,138.48196538401172,1,21.7,0.0,9.5,3,21.599999999999998,0.0,10.6,0,0,1,0.0
j1_2026_05101400_神戸_岡山,2026-05-10 14:00:00,ノエスタ,34.6569962029823,135.17006277844857,1,20.1,0.0,7.7,3,20.033333333333335,0.0,7.8,0,0,0,0.0
j1_2026_05101500_Ｇ大阪_広島,2026-05-10 15:00:00,パナスタ,34.80287067613142,135.53846087475415,1,21.5,0.0,6.7,3,21.3,0.0,6.7,0,0,0,0.0
j1_2026_05101600_名古屋_京都,2026-05-10 16:00:00,豊田ス,35.08473962063071,137.17116401709413,1,20.4,0.0,9.4,1,20.23333333333333,0.0,9.8,0,0,1,0.0
