match_id,kickoff_jst,stadium_name,lat,lon,weather_fetch_ok,temp_kickoff,precip_kickoff,wind_kickoff,code_kickoff,temp_avg_pm1h,precip_sum_pm1h,wind_max_pm1h,is_rain,is_heavy_rain,is_strong_wind,weather_missing_ratio
j1_2026_04291300_東京Ｖ_鹿島,2026-04-29 13:00:00,味スタ,35.664206155282656,139.5276784515036,1,16.1,0.1,6.7,51,16.066666666666666,0.7999999999999999,6.8,1,0,0,0.0
j1_2026_04291400_千葉_横浜FM,2026-04-29 14:00:00,フクアリ,35.57765269401521,140.12347406869307,1,15.4,0.0,9.9,3,15.466666666666667,0.0,10.1,0,0,1,0.0
j1_2026_04291500_浦和_川崎Ｆ,2026-04-29 15:00:00,埼玉,35.903885999464606,139.71783654966347,1,15.9,0.0,8.8,3,15.866666666666667,0.0,9.4,0,0,1,0.0
j1_2026_04291600_水戸_町田,2026-04-29 16:00:00,Ｋｓスタ,36.34548848840872,140.41299789571065,1,13.8,0.2,8.8,51,13.733333333333334,0.5,10.4,1,0,1,0.0
j1_2026_04291600_柏_FC東京,2026-04-29 16:00:00,三協Ｆ柏,35.84902140785495,139.97601829568976,1,15.2,0.0,10.4,3,15.166666666666666,0.1,11.7,0,0,1,0.0
j1_2026_04291300_清水_長崎,2026-04-29 13:00:00,アイスタ,34.98448998705034,138.48196538401172,1,18.8,0.0,5.0,3,18.7,0.0,6.3,0,0,0,0.0
j1_2026_04291400_神戸_Ｃ大阪,2026-04-29 14:00:00,ノエスタ,34.6569962029823,135.17006277844857,1,17.8,0.0,2.3,3,17.76666666666667,0.0,2.3,0,0,0,0.0
j1_2026_04291400_福岡_広島,2026-04-29 14:00:00,ベススタ,33.5860172015689,130.4616167164922,1,18.0,0.0,8.9,3,17.966666666666665,0.0,10.0,0,0,1,0.0
j1_2026_04291500_名古屋_岡山,2026-04-29 15:00:00,パロ瑞穂,35.08473962063071,137.17116401709413,1,17.1,0.0,7.2,3,17.166666666666668,0.0,7.6,0,0,0,0.0
j1_2026_04291500_京都_Ｇ大阪,2026-04-29 15:00:00,サンガＳ,35.01746678668297,135.5851611612701,1,17.4,0.0,5.4,3,17.333333333333332,0.1,5.4,0,0,0,0.0
j1_2026_05021400_FC東京_川崎Ｆ,2026-05-02 14:00:00,味スタ,35.664206155282656,139.5276784515036,1,25.4,0.0,8.3,1,25.266666666666666,0.0,12.4,0,0,1,0.0
j1_2026_05021400_横浜FM_水戸,2026-05-02 14:00:00,日産ス,35.51011680735539,139.607226716569,1,23.2,0.0,8.9,1,23.166666666666668,0.0,8.9,0,0,1,0.0
j1_2026_05021600_浦和_千葉,2026-05-02 16:00:00,埼玉,35.903885999464606,139.71783654966347,1,23.1,0.0,11.3,0,22.833333333333332,0.0,13.9,0,0,1,0.0
j1_2026_05021255_岡山_広島,2026-05-02 12:55:00,ＪＦＥス,34.68075765895528,133.91923509564234,1,24.3,0.0,10.8,3,23.8,0.0,10.8,0,0,1,0.0
j1_2026_05021400_京都_清水,2026-05-02 14:00:00,サンガＳ,35.01746678668297,135.5851611612701,1,23.3,0.0,8.7,3,23.099999999999998,0.0,11.2,0,0,1,0.0
j1_2026_05021500_Ｇ大阪_神戸,2026-05-02 15:00:00,パナスタ,34.80287067613142,135.53846087475415,1,19.9,0.0,12.1,3,19.833333333333332,0.0,12.1,0,0,1,0.0
j1_2026_05031400_東京Ｖ_柏,2026-05-03 14:00:00,味スタ,35.664206155282656,139.5276784515036,1,21.5,0.0,8.9,3,21.46666666666667,0.0,11.2,0,0,1,0.0
j1_2026_05031600_鹿島_町田,2026-05-03 16:00:00,メルスタ,35.99217312474389,140.64071506686008,1,22.0,0.0,17.3,3,21.96666666666667,0.0,19.0,0,0,1,0.0
j1_2026_05031500_Ｃ大阪_福岡,2026-05-03 15:00:00,ハナサカ,34.615472717803655,135.51676080358234,1,21.4,0.0,8.1,3,21.366666666666664,1.4,9.0,0,0,1,0.0
j1_2026_05031700_長崎_名古屋,2026-05-03 17:00:00,ピースタ,32.75918381036681,129.8645230273383,1,20.0,8.8,34.7,65,19.933333333333334,26.400000000000002,35.1,1,1,1,0.0
